id	image	image_src	image_legende	nom_fr	nom_latin	region	systeme	fonction	rapports	notes_cliniques	sources	importance
gaine_carotidienne	gaine_carotidienne.jpg	libre	Coupe du cou en C6 : gaine carotidienne (Gray, 1918)	Gaine carotidienne	Vagina carotica	Cou	Topographie	Manchon fibreux para-médian du cou, formé par la contribution des trois lames du fascia cervical. Elle contient et solidarise le paquet vasculo-nerveux du cou : artère carotide commune puis interne en dedans, veine jugulaire interne en dehors, nerf vague (X) en arrière entre les deux. Elle s'étend de la base du crâne à la racine du cou et au médiastin.	Croisée en avant par le ventre supérieur de l'omo-hyoïdien et recouverte par le sterno-cléido-mastoïdien. En arrière, elle répond au plan prévertébral (scalènes, tronc sympathique cervical plaqué sur sa face postérieure). En dedans, elle longe l'axe viscéral (larynx, trachée, thyroïde, pharynx, œsophage). L'anse cervicale est appliquée sur sa face antérieure.	Voie d'abord de la carotide (endartériectomie), repérée par le bord antérieur du sterno-cléido-mastoïdien. La relative rigidité de la gaine limite le collapsus de la jugulaire interne, ce qui facilite son cathétérisme central. Un engainement carotidien tumoral supérieur à 270 degrés contre-indique le plus souvent la résection.	https://fr.wikipedia.org/wiki/Gaine_carotidienne ; Terminologia Anatomica	4
muscle_sterno_cleido_mastoidien	muscle_sterno_cleido_mastoidien.jpg|muscle_sterno_cleido_mastoidien-3d.jpg	libre	Sterno-cléido-mastoïdien en surbrillance (Gray, 1918)	Muscle sterno-cléido-mastoïdien	Musculus sternocleidomastoideus	Cou	Myologie	Muscle superficiel oblique du cou, tendu du manubrium sternal et du tiers médial de la clavicule au processus mastoïde et à la ligne nuchale supérieure. La contraction unilatérale incline la tête du même côté et la tourne du côté opposé ; la contraction bilatérale fléchit le cou et, tête fixée, élève le thorax (muscle inspirateur accessoire).	Divise la région latérale du cou en triangles antérieur et postérieur. Recouvre la gaine carotidienne, l'anse cervicale et le plexus cervical. Le nerf accessoire (XI) le traverse et le nerf grand auriculaire monte à sa face superficielle. Sa gaine vient de la lame superficielle du fascia cervical.	Torticolis musculaire congénital (rétraction fibreuse, olive palpable du nourrisson). Repère chirurgical majeur : son bord antérieur guide l'abord de la carotide, son bord postérieur celui du plexus brachial et du nerf accessoire (zone dangereuse du triangle postérieur). Point de ponction pour le cathétérisme jugulaire interne.	https://fr.wikipedia.org/wiki/Muscle_sterno-cléido-mastoïdien	5
muscle_trapeze	muscle_trapeze.jpg	libre	Muscles du cou, vue latérale (Gray, 1918)	Muscle trapèze (partie cervicale)	Musculus trapezius	Cou	Myologie	Large muscle triangulaire de la nuque et du dos. Ses fibres supérieures, issues de la protubérance occipitale externe et du ligament nuchal, élèvent le moignon de l'épaule et participent à l'extension et à l'inclinaison de la tête. Il fixe et fait pivoter la scapula lors de l'élévation du bras.	Forme la limite postérieure du triangle postérieur du cou, en arrière du sterno-cléido-mastoïdien. Le nerf accessoire (XI) chemine à sa face profonde, accompagné de branches du plexus cervical (C3-C4). Recouvert par la lame superficielle du fascia cervical.	Une atteinte du nerf accessoire (curage ganglionnaire cervical, biopsie du triangle postérieur) provoque une chute de l'épaule, un décollement de la scapula et une gêne à l'abduction au-delà de l'horizontale. Contractures et points gâchettes fréquents (cervicalgies communes).	https://fr.wikipedia.org/wiki/Muscle_trapèze	3
muscle_digastrique	muscle_digastrique.jpg	libre	Muscle digastrique (Testut, Traité d'anatomie, 1911)	Muscle digastrique	Musculus digastricus	Cou	Myologie	Muscle supra-hyoïdien à deux ventres reliés par un tendon intermédiaire amarré à l'os hyoïde par une bandelette fibreuse. Il élève l'os hyoïde ou, hyoïde fixé, abaisse la mandibule (ouverture de la bouche). Le ventre antérieur naît de la fosse digastrique de la mandibule, le ventre postérieur de l'incisure mastoïdienne du temporal.	Le ventre postérieur croise en superficie l'artère carotide externe, la veine jugulaire interne et les nerfs IX, X, XI, XII ; il est un repère clé de la région carotidienne. Il limite avec le ventre antérieur et le bord mandibulaire le triangle sous-mandibulaire (loge de la glande submandibulaire).	Le ventre postérieur, issu du deuxième arc, est innervé par le nerf facial (VII) ; le ventre antérieur, issu du premier arc, par le nerf mylo-hyoïdien (V3) : bel exemple d'innervation composite. Repère per-opératoire du nerf hypoglosse et de l'artère faciale dans l'abord sous-mandibulaire.	https://fr.wikipedia.org/wiki/Muscle_digastrique	4
muscle_mylo_hyoidien	muscle_mylo_hyoidien.jpg|muscle_mylo_hyoidien-3d.jpg	libre	Mylo-hyoïdien en surbrillance (Gray, 1918)	Muscle mylo-hyoïdien	Musculus mylohyoideus	Cou	Myologie	Muscle pair et aplati qui, avec son homologue, forme le plancher musculaire de la bouche (diaphragme oral). Il élève l'os hyoïde et le plancher buccal lors de la déglutition et de la phonation, et abaisse la mandibule quand l'hyoïde est fixé. Ses deux moitiés se rejoignent sur un raphé médian.	Tendu de la ligne mylo-hyoïdienne de la mandibule à l'os hyoïde et au raphé médian. Sa face supérieure répond au muscle génio-hyoïdien, aux glandes sublinguale et à la portion profonde de la glande submandibulaire, au nerf lingual et au nerf hypoglosse ; sa face inférieure au ventre antérieur du digastrique.	Son bord postérieur libre laisse passer un prolongement de la glande submandibulaire, expliquant la propagation des cellulites du plancher buccal (angine de Ludwig) et des abcès dentaires vers l'espace sublingual ou submandibulaire. Innervé par le nerf mylo-hyoïdien (branche du V3).	https://fr.wikipedia.org/wiki/Muscle_mylo-hyoïdien	3
muscle_genio_hyoidien	muscle_genio_hyoidien.jpg|muscle_genio_hyoidien-3d.jpg	libre	Génio-hyoïdien en surbrillance (Gray, 1918)	Muscle génio-hyoïdien	Musculus geniohyoideus	Cou	Myologie	Petit muscle cylindrique pair, tendu de l'épine mentonnière inférieure de la mandibule à la face antérieure du corps de l'os hyoïde, au-dessus du mylo-hyoïdien. Il attire l'os hyoïde en haut et en avant (déglutition) ou abaisse la mandibule quand l'hyoïde est stabilisé par les muscles infra-hyoïdiens.	Situé juste au-dessus du mylo-hyoïdien, de part et d'autre de la ligne médiane, sous le muscle génio-glosse. En rapport en haut avec la langue.	Seul muscle supra-hyoïdien innervé non par un nerf crânien branchial mais par des fibres de C1 empruntant le trajet du nerf hypoglosse (XII). Impliqué dans la perméabilité des voies aériennes supérieures pendant le sommeil (physiopathologie du syndrome d'apnées obstructives).	https://fr.wikipedia.org/wiki/Muscle_génio-hyoïdien	2
muscle_stylo_hyoidien	muscle_stylo_hyoidien.jpg|muscle_stylo_hyoidien-3d.jpg	libre	Stylo-hyoïdien en surbrillance (Gray, 1918)	Muscle stylo-hyoïdien	Musculus stylohyoideus	Cou	Myologie	Muscle grêle tendu du processus styloïde du temporal à la jonction corps-grande corne de l'os hyoïde. Il élève et rétracte l'os hyoïde, allongeant le plancher buccal lors de la déglutition. Son tendon terminal est perforé par le tendon intermédiaire du muscle digastrique.	Accompagne le ventre postérieur du digastrique en avant et au-dessus de lui. En rapport avec l'artère carotide externe et la glande parotide. Fait partie, avec le ligament et le muscle stylo-hyoïdiens, du rideau stylien qui sépare les espaces para-pharyngés.	Innervé par le nerf facial (VII), comme le ventre postérieur du digastrique (deuxième arc). L'ossification du ligament stylo-hyoïdien réalise le syndrome de Eagle (douleur cervico-pharyngée à la rotation de la tête, processus styloïde allongé palpable dans la fosse tonsillaire).	https://fr.wikipedia.org/wiki/Muscle_stylo-hyoïdien	2
muscle_sterno_hyoidien	muscle_sterno_hyoidien.jpg|muscle_sterno_hyoidien-3d.jpg	libre	Sterno-hyoïdien en surbrillance (Gray, 1918)	Muscle sterno-hyoïdien	Musculus sternohyoideus	Cou	Myologie	Muscle infra-hyoïdien superficiel, en ruban, tendu de la face postérieure du manubrium sternal et de l'extrémité médiale de la clavicule au bord inférieur du corps de l'os hyoïde. Il abaisse l'os hyoïde après la déglutition et stabilise l'hyoïde pour permettre l'action des muscles supra-hyoïdiens sur la mandibule.	Plan superficiel des muscles infra-hyoïdiens avec l'omo-hyoïdien, en avant de la lame prétrachéale du fascia cervical, de la glande thyroïde et de la trachée. Les deux muscles sterno-hyoïdiens s'écartent en bas (accès à la trachée) et se rapprochent en haut.	Section et écartement des muscles infra-hyoïdiens (muscles sous-hyoïdiens) sur la ligne médiane lors de la thyroïdectomie et de la trachéotomie : le plan est peu vascularisé. Innervés par l'anse cervicale (C1-C3).	https://fr.wikipedia.org/wiki/Muscle_sterno-hyoïdien	2
muscle_sterno_thyroidien	muscle_sterno_thyroidien.jpg|muscle_sterno_thyroidien-3d.jpg	libre	Sterno-thyroïdien en surbrillance (Gray, 1918)	Muscle sterno-thyroïdien	Musculus sternothyroideus	Cou	Myologie	Muscle infra-hyoïdien profond, tendu de la face postérieure du manubrium sternal à la ligne oblique du cartilage thyroïde. Il abaisse le larynx (et donc l'os hyoïde) après sa remontée lors de la déglutition et de l'émission des sons aigus. Plus court et plus profond que le sterno-hyoïdien qui le recouvre.	Appliqué sur la lame latérale de la glande thyroïde, la trachée et le larynx. Son insertion haute sur le cartilage thyroïde le rend directement moteur du larynx, contrairement aux autres infra-hyoïdiens qui agissent via l'os hyoïde.	Repère de la limite supérieure du lobe thyroïdien en chirurgie. Innervé par l'anse cervicale. Un muscle levator glandulae thyroideae inconstant peut le prolonger vers l'isthme thyroïdien.	https://fr.wikipedia.org/wiki/Muscle_sterno-thyroïdien	2
muscle_thyro_hyoidien	muscle_thyro_hyoidien.jpg|muscle_thyro_hyoidien-3d.jpg	libre	Thyro-hyoïdien en surbrillance (Gray, 1918)	Muscle thyro-hyoïdien	Musculus thyrohyoideus	Cou	Myologie	Court muscle infra-hyoïdien prolongeant le sterno-thyroïdien, tendu de la ligne oblique du cartilage thyroïde à la grande corne et au corps de l'os hyoïde. Il abaisse l'os hyoïde ou, hyoïde fixé, élève le larynx et le rapproche de l'os hyoïde (protection des voies aériennes lors de la déglutition).	Recouvert par l'omo-hyoïdien et le sterno-hyoïdien. Il recouvre la membrane thyro-hyoïdienne, que perforent le pédicule laryngé supérieur (artère laryngée supérieure et nerf laryngé supérieur, branche interne).	Innervé par un rameau de C1 qui suit le nerf hypoglosse (XII), comme le génio-hyoïdien. Repère de la membrane thyro-hyoïdienne, site du bloc du nerf laryngé supérieur et voie d'abord de certaines laryngoscopies.	https://fr.wikipedia.org/wiki/Muscle_thyro-hyoïdien	2
muscle_omo_hyoidien	muscle_omo_hyoidien.svg|muscle_omo_hyoidien-3d.jpg	libre	Omo-hyoïdien et muscles du cou (schéma)	Muscle omo-hyoïdien	Musculus omohyoideus	Cou	Myologie	Muscle infra-hyoïdien digastrique : un ventre inférieur naît du bord supérieur de la scapula, un ventre supérieur se termine sur l'os hyoïde, réunis par un tendon intermédiaire fixé à la clavicule par une expansion de la lame prétrachéale du fascia cervical. Il abaisse et rétracte l'os hyoïde et tend le fascia cervical, maintenant béante la veine jugulaire interne.	Son ventre inférieur croise le triangle postérieur du cou (le divisant en triangles occipital et supra-claviculaire), son ventre supérieur croise le triangle antérieur (le divisant en triangles carotidien et musculaire). Il croise en pont la gaine carotidienne.	Repère chirurgical constant du cou : le ventre supérieur croise la carotide commune au niveau de C6 ; son intersection avec le bord postérieur du sterno-cléido-mastoïdien marque le point d'Erb (émergence des branches du plexus cervical). Sectionné pour élargir un abord cervical latéral.	https://fr.wikipedia.org/wiki/Muscle_omo-hyoïdien	3
muscle_scalene_anterieur	muscle_scalene_anterieur.jpg|muscle_scalene_anterieur-3d.jpg	libre	Muscles prévertébraux, scalène antérieur en surbrillance (Gray, 1918)	Muscle scalène antérieur	Musculus scalenus anterior	Cou	Myologie	Muscle profond de la région latérale du cou, tendu des tubercules antérieurs des processus transverses de C3 à C6 au tubercule du scalène de la première côte. Il élève la première côte (inspirateur accessoire) et incline le rachis cervical de son côté. Repère central du défilé cervico-thoracique.	Sépare la veine subclavière (en avant) de l'artère subclavière et des troncs du plexus brachial (en arrière), qui passent dans l'espace inter-scalénique entre lui et le scalène moyen. Le nerf phrénique descend à sa face antérieure, de dehors en dedans, appliqué contre le muscle.	Élément clé du syndrome du défilé thoraco-brachial (compression du plexus brachial et de l'artère subclavière entre scalène antérieur et moyen, favorisée par une côte cervicale). Cible du bloc anesthésique inter-scalénique du plexus brachial ; le nerf phrénique voisin explique la parésie diaphragmatique fréquente après ce bloc.	https://fr.wikipedia.org/wiki/Muscle_scalène_antérieur	4
muscle_scalene_moyen	muscle_scalene_moyen.jpg|muscle_scalene_moyen-3d.jpg	libre	Muscles prévertébraux, scalène moyen en surbrillance (Gray, 1918)	Muscle scalène moyen	Musculus scalenus medius	Cou	Myologie	Le plus volumineux des scalènes, tendu des tubercules postérieurs des processus transverses de C2 à C7 à la face supérieure de la première côte, en arrière du sillon de l'artère subclavière. Il élève la première côte et incline le rachis cervical de son côté.	Forme la paroi postérieure de l'espace inter-scalénique où passent les troncs du plexus brachial et l'artère subclavière. Le nerf thoracique long (de Charles Bell) et le nerf dorsal de la scapula le traversent.	Paroi postérieure du défilé des scalènes : son hypertrophie ou une bande fibreuse participe au syndrome du défilé thoraco-brachial. Sert de plan de butée à l'aiguille lors du bloc inter-scalénique (repère échographique du plexus entre scalène antérieur et moyen).	https://fr.wikipedia.org/wiki/Muscle_scalène_moyen	3
muscle_scalene_posterieur	muscle_scalene_posterieur.jpg|muscle_scalene_posterieur-3d.jpg	libre	Muscles prévertébraux, scalène postérieur en surbrillance (Gray, 1918)	Muscle scalène postérieur	Musculus scalenus posterior	Cou	Myologie	Le plus petit et le plus profond des scalènes, tendu des tubercules postérieurs des processus transverses de C4 à C6 à la face externe de la deuxième côte. Il élève la deuxième côte lors de l'inspiration forcée et incline le rachis cervical de son côté. Souvent fusionné avec le scalène moyen.	Situé le plus en arrière et en dehors, en avant du muscle élévateur de la scapula. Sépare du scalène moyen par le passage des rameaux postérieurs des nerfs cervicaux.	Rarement isolé en pratique ; son intérêt est surtout d'être un inspirateur accessoire et un inclinateur du cou. Peut participer, avec les autres scalènes, aux cervicalgies posturales et au défilé thoraco-brachial.	https://fr.wikipedia.org/wiki/Muscle_scalène_postérieur	2
muscle_long_du_cou	muscle_long_du_cou.jpg	libre	Muscles prévertébraux, long du cou en surbrillance (Gray, 1918)	Muscle long du cou	Musculus longus colli	Cou	Myologie	Muscle prévertébral profond appliqué sur la face antérieure du rachis, de l'atlas à T3. Formé de trois portions (verticale, oblique supérieure, oblique inférieure), il fléchit le rachis cervical et, par ses fibres obliques, l'incline et le tourne légèrement. Il rectifie la lordose cervicale et stabilise le cou.	Recouvert par la lame prévertébrale du fascia cervical et par l'axe viscéral (pharynx, œsophage). Le tronc sympathique cervical et son ganglion cervical supérieur reposent sur lui. En rapport en dehors avec le long de la tête et les scalènes.	Une tendinite calcifiante du long du cou (dépôts d'hydroxyapatite en avant de C1-C2) simule un abcès rétro-pharyngé (cervicalgie fébrile, odynophagie) mais guérit sous anti-inflammatoires. Son épaississement inflammatoire élargit l'espace prévertébral en imagerie.	https://fr.wikipedia.org/wiki/Muscle_long_du_cou	2
muscle_long_de_la_tete	muscle_long_de_la_tete.jpg|muscle_long_de_la_tete-3d.jpg	libre	Muscles prévertébraux, long de la tête en surbrillance (Gray, 1918)	Muscle long de la tête	Musculus longus capitis	Cou	Myologie	Muscle prévertébral tendu des tubercules antérieurs des processus transverses de C3 à C6 à la partie basilaire de l'os occipital, en avant du foramen magnum. Il fléchit la tête sur le cou et participe à la stabilisation de la charnière cranio-vertébrale.	Situé en avant du long du cou dans sa partie haute, recouvert par la lame prévertébrale du fascia cervical et le pharynx. Sépare de l'atlas et de l'occiput par le muscle petit droit antérieur de la tête.	Repère de la ligne médiane dans les abords antérieurs du rachis cervical haut et de la jonction cranio-vertébrale (voie trans-orale, abord rétro-pharyngé). Comme le long du cou, siège possible de tendinite calcifiante.	https://fr.wikipedia.org/wiki/Muscle_long_de_la_tête	2
os_hyoide	os_hyoide.jpg|os_hyoide-3d.jpg	libre	Os hyoïde	Os hyoïde	Os hyoideum	Cou	Ostéologie	Petit os impair en fer à cheval, situé à la partie antérieure du cou entre la mandibule et le cartilage thyroïde, en regard de C3. Il ne s'articule avec aucun autre os : il est suspendu par des muscles et des ligaments et sert de point d'ancrage mobile à la langue, au plancher buccal, au larynx et au pharynx. Comprend un corps, deux petites cornes et deux grandes cornes.	Relié en haut à la mandibule (muscles et ligament stylo-hyoïdien via le processus styloïde), en bas au cartilage thyroïde (membrane thyro-hyoïdienne) et au sternum et à la scapula (muscles infra-hyoïdiens). Il donne insertion au génio-glosse, à l'hyo-glosse et au constricteur moyen du pharynx.	Repère palpable de la déglutition (il monte à l'avalement). Une fracture des grandes cornes de l'os hyoïde est un signe médico-légal fort de strangulation. Marqueur du niveau C3 en imagerie et repère de la cricothyroïdotomie (situé au-dessus de la membrane crico-thyroïdienne).	https://fr.wikipedia.org/wiki/Os_hyoïde	3
triangle_anterieur_cou	triangle_anterieur_cou.svg	libre	Triangles du cou (schéma)	Triangle antérieur du cou	Regio cervicalis anterior	Cou	Topographie	Région topographique limitée par le bord antérieur du sterno-cléido-mastoïdien, le bord inférieur de la mandibule et la ligne médiane du cou. Elle contient l'axe viscéral (larynx, trachée, pharynx, œsophage, thyroïde) et l'axe vasculo-nerveux (gaine carotidienne). Elle se subdivise en quatre triangles : sous-mental, sous-mandibulaire, carotidien et musculaire.	Le triangle carotidien (entre digastrique, omo-hyoïdien et sterno-cléido-mastoïdien) expose la bifurcation carotidienne, la veine jugulaire interne et les nerfs X et XII : c'est la zone d'abord de l'endartériectomie carotidienne. Le triangle sous-mandibulaire loge la glande submandibulaire et l'artère faciale.	Base de l'examen des adénopathies cervicales et de leur classification en niveaux (I à VI). Le triangle carotidien est la zone d'auscultation des souffles carotidiens et de palpation du pouls carotidien (à ne comprimer que d'un côté).	https://fr.wikipedia.org/wiki/Triangle_antérieur_du_cou ; Gray's Anatomy	4
triangle_posterieur_cou	triangle_posterieur_cou.jpg	libre	Muscles du cou, vue latérale (Gray, 1918)	Triangle postérieur du cou	Regio cervicalis lateralis	Cou	Topographie	Région limitée par le bord postérieur du sterno-cléido-mastoïdien, le bord antérieur du trapèze et le tiers moyen de la clavicule ; son plancher est fait des muscles splénius, élévateur de la scapula et scalènes. Le ventre inférieur de l'omo-hyoïdien la divise en triangles occipital (au-dessus) et supra-claviculaire ou omo-claviculaire (au-dessous).	Contient le nerf accessoire (XI) traversant en diagonale, les branches cutanées du plexus cervical émergeant au point d'Erb (milieu du bord postérieur du sterno-cléido-mastoïdien), le tronc supérieur du plexus brachial et l'artère subclavière (troisième portion) dans sa partie basse, les ganglions cervicaux latéraux.	Zone dangereuse : le nerf accessoire y est très superficiel et fréquemment lésé lors des biopsies ganglionnaires (chute de l'épaule). La partie supra-claviculaire est la voie d'abord du plexus brachial et le site de ponction de la veine subclavière ; risque de pneumothorax (dôme pleural).	https://fr.wikipedia.org/wiki/Triangle_postérieur_du_cou ; Gray's Anatomy	4
veine_jugulaire_externe	veine_jugulaire_externe.jpg	libre	Veine jugulaire externe, vue latérale (Gray, 1918)	Veine jugulaire externe	Vena jugularis externa	Cou	Système vasculaire	Veine superficielle du cou, née en dessous de la glande parotide de la réunion de la veine auriculaire postérieure et de la division postérieure de la veine rétro-mandibulaire. Elle draine le cuir chevelu, la face et une partie du cou profond, descend obliquement sur le sterno-cléido-mastoïdien et se jette dans la veine subclavière.	Cheminant dans le fascia superficiel, elle croise obliquement la face latérale du sterno-cléido-mastoïdien, sous le platysma, accompagnée du nerf grand auriculaire. Elle traverse la lame superficielle du fascia cervical au-dessus de la clavicule, où sa paroi est amarrée au fascia.	Visible sous la peau (turgescence jugulaire = reflet de la pression veineuse centrale et signe d'insuffisance cardiaque droite ou de tamponnade). Sa fixation au fascia à la traversée cervicale expose à une embolie gazeuse en cas de plaie. Voie d'abord veineux périphérique ou de pose de cathéter central chez le nourrisson.	https://fr.wikipedia.org/wiki/Veine_jugulaire_externe	3
veine_jugulaire_anterieure	veine_jugulaire_anterieure.jpg	libre	Coupe du cou : veines superficielles (Gray, 1918)	Veine jugulaire antérieure	Vena jugularis anterior	Cou	Système vasculaire	Petite veine superficielle née sous le menton de veines sous-mandibulaires. Elle descend près de la ligne médiane, puis oblique en dehors au-dessus du sternum pour se jeter dans la veine subclavière ou la terminaison de la jugulaire externe. Draine la partie antérieure et superficielle du cou.	Dans l'espace supra-sternal (de Burns), les deux veines jugulaires antérieures sont réunies par une anastomose transversale, l'arc veineux jugulaire, situé en avant de la trachée.	L'arc veineux jugulaire est un piège hémorragique de la trachéotomie et de la chirurgie thyroïdienne : il doit être repéré et lié. Son calibre est très variable ; parfois une seule veine jugulaire antérieure médiane.	https://fr.wikipedia.org/wiki/Veine_jugulaire_antérieure	2
plexus_cervical	plexus_cervical.jpg	libre	Plan du plexus cervical (Gray, 1918)	Plexus cervical	Plexus cervicalis	Cou	Système nerveux	Plexus formé par les rameaux ventraux de C1 à C4, situé en avant du muscle élévateur de la scapula et du scalène moyen, sous le sterno-cléido-mastoïdien. Il donne des branches cutanées (nerf grand auriculaire, petit occipital, transverse du cou, supra-claviculaires) et des branches motrices (anse cervicale pour les infra-hyoïdiens, nerf phrénique pour le diaphragme, rameaux pour les muscles prévertébraux).	Ses branches cutanées émergent en bouquet au milieu du bord postérieur du sterno-cléido-mastoïdien (point d'Erb ou punctum nervosum). Le nerf phrénique (C3-C4-C5) descend verticalement à la face antérieure du scalène antérieur vers le thorax.	Le bloc du plexus cervical superficiel (infiltration au point d'Erb) anesthésie la peau du cou pour la chirurgie carotidienne vigile. Une atteinte de C3-C5 (traumatisme cervical haut, chirurgie) paralyse le diaphragme. Le point d'Erb est le repère du curage ganglionnaire et de l'abord du nerf accessoire.	https://fr.wikipedia.org/wiki/Plexus_cervical	4
nerf_grand_auriculaire	nerf_grand_auriculaire.jpg	libre	Branches cutanées du plexus cervical (Gray, 1918)	Nerf grand auriculaire	Nervus auricularis magnus	Cou	Système nerveux	Plus volumineuse branche cutanée ascendante du plexus cervical (C2-C3). Il émerge au point d'Erb, contourne le bord postérieur du sterno-cléido-mastoïdien et monte verticalement sur sa face latérale vers la glande parotide, la peau de l'angle de la mandibule, le lobule et la face postérieure du pavillon de l'oreille.	Accompagne la veine jugulaire externe sur le sterno-cléido-mastoïdien, en arrière et parallèle à elle. Se divise en rameaux antérieur (parotidien) et postérieur (mastoïdien et auriculaire).	Nerf donneur classique pour les greffes nerveuses (réparation du nerf facial), du fait de son calibre, de sa longueur et de son accès facile. Son sacrifice ou sa section lors de la parotidectomie et du lifting cervico-facial laisse une hypoesthésie du lobule de l'oreille, souvent mal tolérée. Repère : il croise le tiers moyen du sterno-cléido-mastoïdien.	https://fr.wikipedia.org/wiki/Nerf_grand_auriculaire	3
nerf_petit_occipital	nerf_petit_occipital.jpg	libre	Branches cutanées du plexus cervical (Gray, 1918)	Nerf petit occipital	Nervus occipitalis minor	Cou	Système nerveux	Branche cutanée ascendante du plexus cervical (C2, parfois C3). Il émerge au point d'Erb, remonte le long du bord postérieur du sterno-cléido-mastoïdien puis se distribue à la peau de la région occipitale latérale et de la partie supérieure de la face médiale du pavillon de l'oreille.	Le plus postérieur des nerfs cutanés ascendants du plexus cervical, souvent enroulé autour du nerf accessoire à son passage. En rapport avec le processus mastoïde.	Peut être impliqué dans les névralgies occipitales (avec le nerf grand occipital) et les céphalées cervicogéniques. Territoire à cartographier avant une chirurgie du triangle postérieur.	https://fr.wikipedia.org/wiki/Nerf_petit_occipital	2
nerf_transverse_du_cou	nerf_transverse_du_cou.jpg	libre	Branches cutanées du plexus cervical (Gray, 1918)	Nerf transverse du cou	Nervus transversus colli	Cou	Système nerveux	Branche cutanée transversale du plexus cervical (C2-C3). Il émerge au point d'Erb, contourne le bord postérieur du sterno-cléido-mastoïdien vers l'avant, perce le platysma et se distribue à la peau de la région antérieure du cou, du bord de la mandibule au sternum.	Traverse horizontalement la face latérale du sterno-cléido-mastoïdien, sous la veine jugulaire externe. Ses rameaux ascendants s'anastomosent avec le rameau cervical du nerf facial (anse cervico-faciale de McKenzie), au niveau du platysma.	Territoire de la douleur cicatricielle après cervicotomie transverse (thyroïdectomie). Anesthésié par le bloc du plexus cervical superficiel. L'anastomose avec le rameau cervical du VII explique certains mouvements résiduels du platysma après paralysie faciale.	https://fr.wikipedia.org/wiki/Nerf_transverse_du_cou	2
nerfs_supraclaviculaires	nerfs_supraclaviculaires.jpg	libre	Branches cutanées du plexus cervical (Gray, 1918)	Nerfs supra-claviculaires	Nervi supraclaviculares	Cou	Système nerveux	Groupe de branches cutanées descendantes du plexus cervical (C3-C4), naissant d'un tronc commun au point d'Erb. Elles se divisent en nerfs supra-claviculaires médiaux, intermédiaires et latéraux, qui franchissent la clavicule et innervent la peau de la partie basse du cou, de la région pectorale haute (jusqu'au 2e espace intercostal) et du moignon de l'épaule.	Descendent sous le platysma, en avant du triangle postérieur, croisant la clavicule dans des canaux ostéo-fibreux inconstants.	Le chevauchement de leur territoire pectoral avec celui des nerfs intercostaux explique la douleur projetée à l'épaule ou au cou lors d'une irritation diaphragmatique ou d'une pathologie sous-phrénique (nerf phrénique, même origine C3-C4). Territoire à considérer pour l'analgésie après chirurgie de la clavicule.	https://fr.wikipedia.org/wiki/Nerfs_supra-claviculaires	2
nerf_grand_occipital	nerf_grand_occipital.jpg	libre	Rameaux cutanés dorsaux des nerfs spinaux (Gray, 1918)	Nerf grand occipital (d'Arnold)	Nervus occipitalis major	Cou	Système nerveux	Branche cutanée du rameau dorsal de C2 (la plus volumineuse du corps). Il naît entre l'atlas et l'axis, contourne le bord inférieur du muscle oblique inférieur de la tête, traverse les muscles semi-épineux et trapèze près de la protubérance occipitale externe, puis innerve la peau de toute la moitié postérieure du cuir chevelu jusqu'au vertex.	Émerge au niveau de la ligne nuchale supérieure, à environ 2 à 3 cm de la ligne médiane, accompagné de l'artère occipitale (située en dehors de lui). Il fait partie du triangle sub-occipital.	Névralgie d'Arnold : douleur en éclair de l'occiput au vertex, reproduite par la pression du point d'émergence. Traitée par infiltration (bloc du nerf grand occipital) puis, si besoin, radiofréquence. Diagnostic différentiel des céphalées postérieures et de la migraine.	https://fr.wikipedia.org/wiki/Nerf_grand_occipital	3
anse_cervicale	anse_cervicale.jpg	libre	Plan du plexus cervical et de l'anse (Gray, 1918)	Anse cervicale	Ansa cervicalis	Cou	Système nerveux	Boucle nerveuse motrice appliquée sur la face antérieure de la gaine carotidienne. Sa racine supérieure (ou descendante), issue de C1 empruntant d'abord le trajet du nerf hypoglosse, s'unit à sa racine inférieure (C2-C3) pour former l'anse. Elle innerve les muscles infra-hyoïdiens (sterno-hyoïdien, sterno-thyroïdien, ventre inférieur de l'omo-hyoïdien) ; le ventre supérieur de l'omo-hyoïdien, le thyro-hyoïdien et le génio-hyoïdien reçoivent directement des fibres de C1 via le XII.	Située en regard de C6, sur ou dans la gaine carotidienne, en avant de la veine jugulaire interne (parfois en arrière). Repère de la carotide commune en chirurgie.	L'anastomose C1-XII explique qu'une lésion du nerf hypoglosse au-dessus du départ de la racine supérieure ne paralyse pas seulement la langue. La racine supérieure de l'anse est utilisée comme greffon nerveux pour réanimer une corde vocale paralysée (anastomose anse cervicale - nerf laryngé récurrent).	https://fr.wikipedia.org/wiki/Anse_cervicale	3
